Data Timestamp,WS MAX MS,WS MAX KT,WS MAX KM,TEMP MIN DEG,TEMP MAX DEG,RH MIN %,RH MAX %,DP MIN %,DP MAX %,QFE MIN %,QFE MAX %,QFF MIN %,QFF MAX %,IRAD SUM JM2,IRAD SUM MJM2,RAIN SUM MM
2018-06-29 00:00:00 +06,4.5,8.7,16.2,24.4,31.0,65.7,94.6,23.9,25.9,1000.6,1004.9,1001.5,1005.9,356452,0.35645200000000000000,0.0
2018-06-30 00:00:00 +06,4.7,9.1,16.9,25.0,30.3,70.5,94.8,24.4,26.2,999.7,1003.8,1000.6,1004.8,274993,0.27499300000000000000,0.0
2018-07-01 00:00:00 +06,5.2,10.1,18.7,23.8,30.9,69.1,95.0,23.8,26.7,999.7,1003.6,1000.6,1004.6,268217,0.26821700000000000000,0.0
2018-07-02 00:00:00 +06,4.6,8.9,16.6,22.6,30.4,73.5,95.0,22.6,26.6,998.5,1002.2,999.5,1003.2,173027,0.17302700000000000000,0.0
2018-07-03 00:00:00 +06,5.0,9.7,18.0,22.7,27.2,82.2,95.0,22.7,26.2,998.1,1001.0,999.1,1002.0,78964,0.07896400000000000000,0.0
2018-07-04 00:00:00 +06,5.4,10.5,19.4,22.8,27.8,83.5,95.0,22.8,26.3,998.2,1000.8,999.2,1001.8,99299,0.09929900000000000000,0.0
2018-07-05 00:00:00 +06,3.4,6.6,12.2,24.4,30.6,72.5,95.0,24.4,27.1,997.5,1000.8,998.4,1001.8,214176,0.21417600000000000000,0.0
2018-07-06 00:00:00 +06,3.1,6.0,11.2,25.4,31.9,66.0,94.6,25.0,27.3,995.9,1000.3,996.8,1001.3,275765,0.27576500000000000000,0.0
2018-07-07 00:00:00 +06,4.2,8.2,15.1,25.4,31.9,62.4,94.1,24.2,26.3,996.3,1000.2,997.2,1001.1,342021,0.34202100000000000000,0.0
2018-07-08 00:00:00 +06,4.8,9.3,17.3,24.7,30.1,71.5,95.0,24.1,26.3,997.1,1000.9,998.0,1001.9,194502,0.19450200000000000000,0.0
2018-07-09 00:00:00 +06,4.8,9.3,17.3,24.9,30.3,68.1,90.8,23.8,26.3,998.0,1001.8,998.9,1002.8,207963,0.20796300000000000000,0.0
2018-07-10 00:00:00 +06,4.7,9.1,16.9,24.2,29.9,70.9,95.0,23.7,26.6,997.8,1001.3,998.7,1002.3,185327,0.18532700000000000000,0.0
2018-07-11 00:00:00 +06,3.7,7.2,13.3,23.5,30.9,70.3,95.0,23.5,26.8,995.7,1000.6,996.6,1001.6,214461,0.21446100000000000000,0.0
2018-07-12 00:00:00 +06,5.1,9.9,18.4,24.4,31.7,67.3,95.0,24.4,27.1,995.1,999.4,996.0,1000.4,243936,0.24393600000000000000,0.0
2018-07-13 00:00:00 +06,3.5,6.8,12.6,25.7,31.3,67.3,90.3,24.6,26.9,995.4,1000.0,996.3,1000.9,264112,0.26411200000000000000,0.0
2018-07-14 00:00:00 +06,4.4,8.6,15.8,24.3,32.2,65.0,95.0,24.2,27.4,994.0,999.4,994.9,1000.4,356472,0.35647200000000000000,0.0
2018-07-15 00:00:00 +06,5.7,11.1,20.5,25.7,31.4,67.8,92.9,24.1,26.7,994.3,999.6,995.2,1000.6,290484,0.29048400000000000000,0.0
2018-07-16 00:00:00 +06,6.6,12.8,23.8,24.7,31.0,65.0,91.7,23.7,26.0,995.8,1000.0,996.7,1001.0,276466,0.27646600000000000000,0.0
2018-07-17 00:00:00 +06,6.2,12.1,22.3,25.0,30.9,70.1,92.8,24.3,26.3,996.5,1000.7,997.4,1001.7,223173,0.22317300000000000000,0.0
2018-07-18 00:00:00 +06,3.1,6.0,11.2,25.5,32.4,63.4,91.4,24.2,27.0,995.8,1000.8,996.7,1001.8,310693,0.31069300000000000000,0.0
2018-07-19 00:00:00 +06,3.0,5.8,10.8,25.9,34.6,60.5,93.6,25.0,28.6,993.0,998.9,993.9,999.9,250125,0.25012500000000000000,0.0
2018-07-20 00:00:00 +06,6.4,12.4,23.0,23.7,33.9,64.1,95.0,23.5,28.8,993.7,998.6,994.6,999.6,307106,0.30710600000000000000,0.0
2018-07-21 00:00:00 +06,8.0,15.6,28.8,24.2,27.7,80.5,95.0,23.7,25.8,996.6,1000.3,997.6,1001.3,119968,0.11996800000000000000,0.0
2018-07-22 00:00:00 +06,6.6,12.8,23.8,23.9,29.8,73.3,95.0,23.9,26.5,997.7,1001.5,998.6,1002.5,224163,0.22416300000000000000,0.0
2018-07-23 00:00:00 +06,5.2,10.1,18.7,22.6,29.3,78.2,95.0,22.6,26.5,998.9,1002.3,999.9,1003.3,116280,0.11628000000000000000,0.0
2018-07-24 00:00:00 +06,4.1,8.0,14.8,23.0,28.0,81.7,95.0,23.0,26.8,999.1,1003.0,1000.1,1004.0,99057,0.09905700000000000000,0.0
2018-07-25 00:00:00 +06,3.8,7.4,13.7,23.5,28.1,79.0,95.0,23.5,25.7,998.7,1002.4,999.7,1003.4,149853,0.14985300000000000000,0.0
2018-07-26 00:00:00 +06,5.1,9.9,18.4,23.5,26.6,85.6,95.0,23.5,25.3,997.9,1002.1,998.9,1003.1,81875,0.08187500000000000000,0.0
2018-07-27 00:00:00 +06,4.3,8.4,15.5,23.4,29.1,76.3,95.0,23.4,26.4,997.3,1001.4,998.3,1002.4,124532,0.12453200000000000000,0.0
2018-07-28 00:00:00 +06,3.2,6.2,11.5,23.3,28.1,80.5,95.0,23.3,26.1,998.1,1001.9,999.0,1002.9,99136,0.09913600000000000000,0.0
2018-07-29 00:00:00 +06,4.0,7.8,14.4,25.0,30.7,67.7,95.0,23.7,26.3,997.0,1001.3,997.9,1002.3,263133,0.26313300000000000000,0.0
2018-07-30 00:00:00 +06,4.4,8.6,15.8,25.4,30.8,69.0,94.7,24.3,26.7,996.2,1000.6,997.2,1001.6,222732,0.22273200000000000000,0.0
2018-07-31 00:00:00 +06,3.8,7.4,13.7,25.0,30.0,71.5,94.5,24.0,26.1,996.3,999.9,997.2,1000.8,237079,0.23707900000000000000,0.0
2018-08-01 00:00:00 +06,4.6,8.9,16.6,24.5,28.9,76.1,95.0,23.3,25.9,996.2,1000.5,997.2,1001.5,139162,0.13916200000000000000,0.0
2018-08-02 00:00:00 +06,4.7,9.1,16.9,23.9,29.2,76.5,95.0,23.1,25.9,998.5,1002.6,999.5,1003.6,107915,0.10791500000000000000,0.0
2018-08-03 00:00:00 +06,3.9,7.6,14.0,23.7,28.9,75.8,95.0,23.4,25.5,997.7,1002.1,998.6,1003.1,131043,0.13104300000000000000,0.0
2018-08-04 00:00:00 +06,4.4,8.6,15.8,24.9,29.6,73.6,94.7,24.6,26.6,997.2,1001.0,998.1,1002.0,175078,0.17507800000000000000,0.0
2018-08-05 00:00:00 +06,3.2,6.2,11.5,25.5,28.7,77.7,95.0,24.9,26.2,996.8,1001.5,997.7,1002.5,112444,0.11244400000000000000,0.0
2018-08-06 00:00:00 +06,4.1,8.0,14.8,23.1,31.6,71.2,95.0,23.1,27.5,995.0,999.9,995.9,1000.9,278405,0.27840500000000000000,0.0
2018-08-07 00:00:00 +06,4.8,9.3,17.3,25.4,31.5,59.4,92.6,23.2,26.0,997.2,1001.8,998.1,1002.8,303341,0.30334100000000000000,0.0
2018-08-08 00:00:00 +06,4.9,9.5,17.6,25.1,31.1,62.6,91.1,23.5,26.0,999.6,1004.1,1000.5,1005.1,245252,0.24525200000000000000,0.0
2018-08-09 00:00:00 +06,3.2,6.2,11.5,25.3,31.2,61.5,93.7,23.4,26.1,1000.7,1005.3,1001.6,1006.3,192397,0.19239700000000000000,0.0
2018-08-10 00:00:00 +06,2.7,5.2,9.7,25.2,32.7,58.6,94.5,24.1,26.9,998.9,1003.7,999.8,1004.7,265418,0.26541800000000000000,0.0
2018-08-11 00:00:00 +06,3.0,5.8,10.8,25.4,31.9,62.5,92.7,24.0,26.5,996.3,1001.3,997.2,1002.3,220589,0.22058900000000000000,0.0
2018-08-12 00:00:00 +06,3.7,7.2,13.3,25.6,31.5,68.6,93.8,24.5,26.5,995.3,999.5,996.2,1000.4,210341,0.21034100000000000000,0.0
2018-08-13 00:00:00 +06,3.4,6.6,12.2,24.6,32.0,64.7,94.6,24.0,26.9,995.0,999.5,995.9,1000.4,277756,0.27775600000000000000,0.0
2018-08-14 00:00:00 +06,3.4,6.6,12.2,25.2,32.9,59.6,95.0,24.7,27.1,994.2,999.9,995.1,1000.9,285838,0.28583800000000000000,0.0
2018-08-15 00:00:00 +06,4.7,9.1,16.9,25.5,33.2,58.7,95.0,24.1,26.6,998.6,1003.3,999.5,1004.3,315093,0.31509300000000000000,0.0
2018-08-16 00:00:00 +06,4.1,8.0,14.8,25.8,33.1,59.6,86.9,23.9,26.6,998.9,1004.1,999.8,1005.1,300601,0.30060100000000000000,0.0
2018-08-17 00:00:00 +06,3.9,7.6,14.0,24.9,32.7,64.3,95.0,24.2,27.5,995.7,1001.7,996.6,1002.7,223194,0.22319400000000000000,0.0
2018-08-18 00:00:00 +06,2.7,5.2,9.7,25.0,33.2,63.2,95.0,24.3,28.1,993.4,999.7,994.3,1000.6,267166,0.26716600000000000000,0.0
2018-08-19 00:00:00 +06,7.3,14.2,26.3,22.0,30.0,73.6,95.0,22.0,27.5,994.8,1000.2,995.7,1001.2,232479,0.23247900000000000000,0.0
2018-08-20 00:00:00 +06,5.0,9.7,18.0,24.9,30.6,69.0,95.0,24.5,26.7,998.7,1002.8,999.7,1003.8,183340,0.18334000000000000000,0.0
2018-08-21 00:00:00 +06,4.5,8.7,16.2,25.4,29.9,74.2,92.5,23.7,26.8,999.0,1002.7,1000.0,1003.7,165571,0.16557100000000000000,0.0
2018-08-22 00:00:00 +06,4.9,9.5,17.6,24.8,29.9,73.9,93.1,24.2,26.7,997.4,1002.7,998.3,1003.7,195437,0.19543700000000000000,0.0
2018-08-23 00:00:00 +06,3.7,7.2,13.3,25.4,30.8,72.3,94.0,24.8,27.1,997.6,1002.0,998.5,1003.0,179721,0.17972100000000000000,0.0
2018-08-24 00:00:00 +06,4.3,8.4,15.5,26.0,31.2,68.2,93.6,24.9,26.8,998.4,1003.1,999.4,1004.1,130412,0.13041200000000000000,0.0
2018-08-25 00:00:00 +06,3.8,7.4,13.7,25.3,30.9,69.3,94.5,24.1,26.6,996.9,1001.3,997.8,1002.3,192170,0.19217000000000000000,0.0
2018-08-26 00:00:00 +06,3.9,7.6,14.0,25.0,30.9,66.1,92.6,23.9,26.1,995.7,1000.6,996.6,1001.6,234892,0.23489200000000000000,0.0
2018-08-27 00:00:00 +06,4.6,8.9,16.6,25.6,29.1,73.1,89.9,23.8,25.7,998.2,1002.5,999.1,1003.5,142772,0.14277200000000000000,0.0
2018-08-28 00:00:00 +06,5.7,11.1,20.5,25.0,30.5,68.6,90.0,23.7,25.8,1000.3,1005.1,1001.3,1006.1,197380,0.19738000000000000000,0.0
2018-08-29 00:00:00 +06,4.1,8.0,14.8,24.6,29.9,70.6,92.9,23.9,26.1,1000.7,1005.0,1001.6,1006.0,132858,0.13285800000000000000,0.0
2018-08-30 00:00:00 +06,3.6,7.0,13.0,24.4,29.7,72.0,95.0,24.4,26.4,998.5,1003.2,999.4,1004.2,183482,0.18348200000000000000,0.0
2018-08-31 00:00:00 +06,4.4,8.6,15.8,25.2,32.3,63.8,94.1,24.5,26.6,998.5,1003.3,999.4,1004.3,207698,0.20769800000000000000,0.0
2018-09-01 00:00:00 +06,5.2,10.1,18.7,24.9,30.7,67.2,94.1,23.6,26.0,1001.3,1005.2,1002.2,1006.2,178533,0.17853300000000000000,0.0
2018-09-02 00:00:00 +06,4.8,9.3,17.3,24.3,29.1,75.7,94.1,23.1,26.0,1001.2,1006.2,1002.2,1007.2,122237,0.12223700000000000000,0.0
2018-09-03 00:00:00 +06,3.6,7.0,13.0,24.2,31.4,67.5,95.0,24.1,26.6,1000.2,1004.9,1001.1,1005.9,183506,0.18350600000000000000,0.0
2018-09-04 00:00:00 +06,5.1,9.9,18.4,25.0,32.2,63.4,95.0,23.6,26.8,999.3,1004.3,1000.2,1005.3,213334,0.21333400000000000000,0.0
2018-09-05 00:00:00 +06,4.3,8.4,15.5,24.7,31.0,64.6,94.9,23.4,25.7,998.2,1003.1,999.1,1004.1,183930,0.18393000000000000000,0.0
2018-09-06 00:00:00 +06,6.7,13.0,24.1,24.4,29.7,65.6,88.8,22.3,24.5,1000.3,1004.9,1001.3,1005.9,171670,0.17167000000000000000,0.0
2018-09-07 00:00:00 +06,5.6,10.9,20.2,24.1,29.6,66.4,91.0,22.6,25.2,1003.5,1007.9,1004.5,1008.9,154430,0.15443000000000000000,0.0
2018-09-08 00:00:00 +06,3.3,6.4,11.9,24.8,31.1,59.7,94.0,22.6,25.7,1003.2,1008.4,1004.1,1009.4,191420,0.19142000000000000000,0.0
2018-09-09 00:00:00 +06,3.8,7.4,13.7,24.4,31.9,59.5,92.3,23.3,25.6,1004.3,1008.8,1005.2,1009.7,179519,0.17951900000000000000,0.0
2018-09-10 00:00:00 +06,4.1,8.0,14.8,24.6,30.3,68.0,92.7,23.3,25.8,1006.7,1011.3,1007.7,1012.3,100808,0.10080800000000000000,0.0
2018-09-11 00:00:00 +06,4.7,9.1,16.9,23.4,29.9,71.2,95.0,23.4,25.8,1005.2,1009.8,1006.2,1010.8,105185,0.10518500000000000000,0.0
2018-09-12 00:00:00 +06,5.5,10.7,19.8,23.4,29.4,80.7,95.0,22.1,27.0,1002.7,1007.4,1003.7,1008.4,75937,0.07593700000000000000,0.0
2018-09-13 00:00:00 +06,4.0,7.8,14.4,22.4,28.7,77.3,95.0,21.4,25.9,1002.6,1007.0,1003.6,1008.0,67721,0.06772100000000000000,0.0
2018-09-14 00:00:00 +06,3.0,5.8,10.8,23.5,28.3,80.0,95.0,23.5,26.3,1003.9,1008.2,1004.9,1009.2,80580,0.08058000000000000000,0.0
2018-09-15 00:00:00 +06,3.7,7.2,13.3,23.6,31.3,64.9,95.0,23.6,27.1,1002.7,1008.6,1003.6,1009.6,146064,0.14606400000000000000,0.0
2018-09-16 00:00:00 +06,3.6,7.0,13.0,24.6,32.3,54.3,92.2,22.9,26.3,1000.9,1006.5,1001.8,1007.5,144083,0.14408300000000000000,0.0
2018-09-17 00:00:00 +06,3.3,6.4,11.9,24.7,32.7,56.2,95.0,23.3,26.2,999.2,1003.7,1000.1,1004.7,154449,0.15444900000000000000,0.0
2018-09-18 00:00:00 +06,3.9,7.6,14.0,25.3,33.3,55.0,92.3,23.4,26.8,999.1,1004.1,1000.0,1005.1,136181,0.13618100000000000000,0.0
2018-09-19 00:00:00 +06,3.5,6.8,12.6,25.9,31.9,63.3,90.6,24.3,27.6,1000.1,1005.0,1001.0,1006.0,121323,0.12132300000000000000,0.0
2018-09-20 00:00:00 +06,8.3,16.1,29.9,21.6,29.9,69.3,95.0,21.6,27.0,1002.1,1009.2,1003.1,1010.2,144128,0.14412800000000000000,0.0
2018-09-21 00:00:00 +06,7.2,14.0,25.9,21.9,30.4,63.5,95.0,21.9,24.8,1007.0,1012.7,1008.0,1013.7,152415,0.15241500000000000000,0.0
2018-09-22 00:00:00 +06,4.5,8.7,16.2,23.9,31.1,62.4,93.8,23.2,25.7,1008.8,1014.2,1009.8,1015.2,136747,0.13674700000000000000,0.0
2018-09-23 00:00:00 +06,5.9,11.5,21.2,24.0,31.3,58.9,95.0,23.1,26.2,1007.8,1013.2,1008.8,1014.2,113822,0.11382200000000000000,0.0
2018-09-24 00:00:00 +06,3.9,7.6,14.0,25.2,31.7,60.4,95.0,23.4,26.1,1005.6,1011.2,1006.6,1012.2,119598,0.11959800000000000000,0.0
2018-09-25 00:00:00 +06,4.4,8.6,15.8,24.2,31.6,67.7,95.0,23.9,27.0,1004.4,1009.7,1005.4,1010.7,91992,0.09199200000000000000,0.0
2018-09-26 00:00:00 +06,3.7,7.2,13.3,24.2,31.1,71.0,95.0,23.2,27.1,1004.6,1008.8,1005.6,1009.8,117332,0.11733200000000000000,0.0
2018-09-27 00:00:00 +06,6.8,13.2,24.5,22.4,29.7,76.2,95.0,22.4,26.9,1005.3,1009.5,1006.3,1010.5,62819,0.06281900000000000000,0.0
2018-09-28 00:00:00 +06,2.0,3.9,7.2,23.4,31.0,64.8,95.0,23.4,26.9,1005.7,1010.2,1006.6,1011.2,144298,0.14429800000000000000,0.0
2018-09-29 00:00:00 +06,2.9,5.6,10.4,25.1,31.8,65.3,95.0,23.8,27.3,1005.0,1010.1,1006.0,1011.1,112301,0.11230100000000000000,0.0
2018-09-30 00:00:00 +06,3.1,6.0,11.2,25.0,32.8,53.6,95.0,22.7,27.3,1004.3,1009.4,1005.2,1010.4,126298,0.12629800000000000000,0.0
2018-10-01 00:00:00 +06,2.7,5.2,9.7,24.3,32.7,48.1,95.0,20.5,26.5,1005.6,1010.1,1006.5,1011.1,122110,0.12211000000000000000,0.0
2018-10-02 00:00:00 +06,3.4,6.6,12.2,22.8,33.3,30.0,92.6,15.1,25.2,1006.1,1010.9,1007.0,1011.9,130062,0.13006200000000000000,0.0
2018-10-03 00:00:00 +06,4.7,9.1,16.9,22.1,32.6,50.3,95.0,21.0,25.9,1006.2,1010.9,1007.1,1011.9,126469,0.12646900000000000000,0.0
2018-10-04 00:00:00 +06,6.7,13.0,24.1,21.5,30.6,69.3,95.0,21.1,26.1,1007.1,1011.5,1008.1,1012.5,127487,0.12748700000000000000,0.0
2018-10-05 00:00:00 +06,2.2,4.3,7.9,23.2,30.9,52.7,95.0,20.5,25.7,1007.1,1012.2,1008.1,1013.2,137253,0.13725300000000000000,0.0
2018-10-06 00:00:00 +06,2.2,4.3,7.9,22.1,30.1,54.5,91.8,20.3,25.3,1006.8,1012.0,1007.8,1013.0,116856,0.11685600000000000000,0.0
2018-10-07 00:00:00 +06,2.7,5.2,9.7,23.4,31.4,48.6,95.0,20.0,25.1,1006.2,1011.9,1007.2,1012.9,137995,0.13799500000000000000,0.0
2018-10-08 00:00:00 +06,3.0,5.8,10.8,22.9,31.4,41.6,95.0,17.9,24.6,1005.7,1011.1,1006.7,1012.1,125241,0.12524100000000000000,0.0
2018-10-09 00:00:00 +06,4.6,8.9,16.6,22.9,29.1,60.3,94.9,21.3,24.6,1006.0,1011.1,1007.0,1012.1,141541,0.14154100000000000000,0.0
2018-10-10 00:00:00 +06,3.3,6.4,11.9,22.0,25.0,76.2,94.6,20.9,22.9,1007.7,1011.7,1008.7,1012.7,79551,0.07955100000000000000,0.0
2018-10-11 00:00:00 +06,4.5,8.7,16.2,21.5,24.6,79.2,95.0,21.4,22.7,1008.7,1012.7,1009.7,1013.6,72708,0.07270800000000000000,0.0
2018-10-12 00:00:00 +06,4.0,7.8,14.4,20.9,23.3,85.9,95.0,20.6,22.8,1009.2,1013.3,1010.2,1014.2,34631,0.03463100000000000000,0.0
2018-10-13 00:00:00 +06,4.3,8.4,15.5,21.5,23.8,84.1,95.0,21.0,22.8,1007.4,1013.1,1008.4,1014.0,45521,0.04552100000000000000,0.0
2018-10-14 00:00:00 +06,5.0,9.7,18.0,20.2,27.1,70.5,95.0,20.2,23.3,1007.3,1012.5,1008.2,1013.5,109696,0.10969600000000000000,0.0
2018-10-15 00:00:00 +06,3.5,6.8,12.6,21.0,30.1,54.1,95.0,19.3,24.1,1010.0,1014.3,1011.0,1015.3,135340,0.13534000000000000000,0.0
2018-10-16 00:00:00 +06,2.4,4.7,8.6,20.3,28.9,44.9,95.0,16.0,22.6,1009.7,1014.0,1010.7,1015.0,137219,0.13721900000000000000,0.0
2018-10-17 00:00:00 +06,3.4,6.6,12.2,19.7,28.2,52.1,94.9,18.2,22.2,1007.6,1013.2,1008.6,1014.2,139592,0.13959200000000000000,0.0
2018-10-18 00:00:00 +06,2.1,4.1,7.6,19.9,29.3,53.5,93.9,18.9,22.6,1008.0,1012.7,1009.0,1013.7,146317,0.14631700000000000000,0.0
2018-10-19 00:00:00 +06,2.3,4.5,8.3,20.7,29.4,59.4,94.7,20.4,23.5,1008.9,1013.4,1009.9,1014.4,143089,0.14308900000000000000,0.0
2018-10-20 00:00:00 +06,2.5,4.9,9.0,21.5,28.7,62.9,95.0,21.4,23.4,1009.9,1014.7,1010.9,1015.7,125217,0.12521700000000000000,0.0
2018-10-21 00:00:00 +06,3.9,7.6,14.0,21.4,29.6,50.2,95.0,18.4,23.9,1009.7,1014.8,1010.7,1015.8,136417,0.13641700000000000000,0.0
2018-10-22 00:00:00 +06,3.7,7.2,13.3,21.2,29.5,55.3,95.0,20.1,22.6,1008.4,1013.0,1009.4,1014.0,133850,0.13385000000000000000,0.0
2018-10-23 00:00:00 +06,3.8,7.4,13.7,20.7,29.2,51.9,93.7,18.7,22.4,1009.0,1013.4,1010.0,1014.4,134738,0.13473800000000000000,0.0
2018-10-24 00:00:00 +06,4.4,8.6,15.8,20.4,29.0,49.3,94.8,17.7,22.4,1009.3,1013.7,1010.3,1014.7,138478,0.13847800000000000000,0.0
2018-10-25 00:00:00 +06,3.6,7.0,13.0,19.7,28.7,43.3,94.6,16.1,21.8,1010.9,1015.0,1011.9,1016.0,135112,0.13511200000000000000,0.0
2018-10-26 00:00:00 +06,3.5,6.8,12.6,19.7,28.9,42.2,88.7,15.5,21.8,1011.1,1015.4,1012.1,1016.4,140905,0.14090500000000000000,0.0
2018-10-27 00:00:00 +06,2.2,4.3,7.9,19.8,29.5,57.4,89.1,18.2,23.2,1010.9,1015.3,1011.9,1016.3,132897,0.13289700000000000000,0.0
2018-10-28 00:00:00 +06,4.0,7.8,14.4,18.3,23.7,68.2,95.0,17.8,21.3,1013.2,1017.2,1014.1,1018.1,63855,0.06385500000000000000,0.0
2018-10-29 00:00:00 +06,3.6,7.0,13.0,18.9,23.9,75.4,94.5,18.7,21.4,1011.9,1015.1,1012.8,1016.0,66250,0.06625000000000000000,0.0
2018-10-30 00:00:00 +06,2.4,4.7,8.6,19.7,26.3,68.3,94.7,19.4,22.1,1011.4,1014.6,1012.4,1015.5,88222,0.08822200000000000000,0.0
2018-10-31 00:00:00 +06,3.2,6.2,11.5,20.3,28.0,58.4,95.0,19.4,23.0,1010.8,1014.9,1011.8,1015.9,140938,0.14093800000000000000,0.0
2018-11-01 00:00:00 +06,2.9,5.6,10.4,19.8,29.3,55.1,94.5,19.5,22.8,1009.7,1014.4,1010.7,1015.4,143336,0.14333600000000000000,0.0
2018-11-02 00:00:00 +06,3.5,6.8,12.6,20.6,30.4,49.1,94.9,19.2,22.8,1009.3,1014.5,1010.3,1015.5,134578,0.13457800000000000000,0.0
2018-11-03 00:00:00 +06,2.7,5.2,9.7,21.3,29.0,62.2,95.0,21.1,23.5,1010.6,1015.1,1011.6,1016.1,115622,0.11562200000000000000,0.0
2018-11-04 00:00:00 +06,2.9,5.6,10.4,21.0,28.6,59.1,95.0,20.3,23.9,1009.9,1014.8,1010.9,1015.7,113867,0.11386700000000000000,0.0
2018-11-05 00:00:00 +06,7.3,14.2,26.3,18.8,28.2,67.4,95.0,18.5,24.0,1008.9,1014.4,1009.9,1015.3,87619,0.08761900000000000000,0.0
2018-11-06 00:00:00 +06,4.1,8.0,14.8,20.1,26.4,76.8,95.0,19.8,23.5,1009.4,1014.2,1010.3,1015.1,90989,0.09098900000000000000,0.0
2018-11-07 00:00:00 +06,3.5,6.8,12.6,18.7,26.3,53.9,95.0,17.0,22.7,1011.9,1016.8,1012.8,1017.7,103239,0.10323900000000000000,0.0
2018-11-08 00:00:00 +06,4.4,8.6,15.8,17.3,26.6,45.6,93.6,14.6,20.7,1009.8,1014.7,1010.8,1015.6,119956,0.11995600000000000000,0.0
2018-11-09 00:00:00 +06,3.1,6.0,11.2,16.7,26.2,34.1,95.0,10.2,18.9,1008.5,1013.6,1009.5,1014.5,121272,0.12127200000000000000,0.0
2018-11-10 00:00:00 +06,2.7,5.2,9.7,15.8,26.6,41.2,95.0,13.5,17.6,1009.3,1014.4,1010.3,1015.3,114772,0.11477200000000000000,0.0
2018-11-11 00:00:00 +06,2.9,5.6,10.4,16.4,26.5,47.5,93.1,15.3,18.0,1010.0,1014.9,1011.0,1015.8,117789,0.11778900000000000000,0.0
2018-11-12 00:00:00 +06,4.0,7.8,14.4,16.8,26.8,52.4,95.0,16.7,19.6,1008.4,1013.6,1009.4,1014.5,119645,0.11964500000000000000,0.0
2018-11-13 00:00:00 +06,3.0,5.8,10.8,17.3,26.6,46.2,95.0,15.2,20.4,1007.0,1012.2,1008.0,1013.1,110089,0.11008900000000000000,0.0
2018-11-14 00:00:00 +06,3.0,5.8,10.8,17.3,26.4,52.4,95.0,16.3,20.2,1008.5,1013.0,1009.5,1013.9,113862,0.11386200000000000000,0.0
2018-11-15 00:00:00 +06,2.0,3.9,7.2,17.8,26.4,58.3,95.0,17.8,21.2,1009.8,1014.5,1010.8,1015.4,109024,0.10902400000000000000,0.0
2018-11-16 00:00:00 +06,3.6,7.0,13.0,19.1,28.3,33.0,95.0,12.1,21.0,1008.9,1014.1,1009.9,1015.0,120384,0.12038400000000000000,0.0
2018-11-17 00:00:00 +06,3.3,6.4,11.9,18.8,27.5,53.5,94.1,15.8,21.1,1007.9,1012.9,1008.9,1013.9,107517,0.10751700000000000000,0.0
2018-11-18 00:00:00 +06,3.0,5.8,10.8,16.9,26.2,41.0,92.8,13.0,18.6,1011.2,1016.3,1012.2,1017.2,120922,0.12092200000000000000,0.0
2018-11-19 00:00:00 +06,3.8,7.4,13.7,15.0,25.9,39.3,94.0,12.2,18.3,1012.6,1017.6,1013.5,1018.5,122766,0.12276600000000000000,0.0
2018-11-20 00:00:00 +06,3.6,7.0,13.0,15.0,24.9,50.2,93.7,13.9,18.5,1011.6,1017.4,1012.6,1018.3,110397,0.11039700000000000000,0.0
2018-11-21 00:00:00 +06,4.0,7.8,14.4,15.6,25.3,49.5,95.0,14.7,18.2,1011.7,1017.5,1012.7,1018.4,112656,0.11265600000000000000,0.0
2018-11-22 00:00:00 +06,4.0,7.8,14.4,15.0,25.4,46.8,95.0,14.4,18.1,1011.7,1016.7,1012.7,1017.6,111877,0.11187700000000000000,0.0
2018-11-23 00:00:00 +06,2.4,4.7,8.6,15.7,26.2,44.6,95.0,13.7,18.9,1012.0,1016.9,1013.0,1017.8,104451,0.10445100000000000000,0.0
2018-11-24 00:00:00 +06,3.2,6.2,11.5,15.0,25.4,52.2,91.0,14.3,17.8,1012.1,1016.4,1013.1,1017.3,107471,0.10747100000000000000,0.0
2018-11-25 00:00:00 +06,5.4,10.5,19.4,14.8,25.6,48.0,94.4,14.4,18.3,1011.5,1016.7,1012.5,1017.6,117971,0.11797100000000000000,0.0
2018-11-26 00:00:00 +06,3.6,7.0,13.0,14.8,27.1,37.9,95.0,11.9,18.5,1011.3,1015.9,1012.3,1016.8,123721,0.12372100000000000000,0.0
2018-11-27 00:00:00 +06,3.3,6.4,11.9,15.7,27.4,39.7,89.5,13.7,17.8,1013.1,1017.6,1014.1,1018.5,120963,0.12096300000000000000,0.0
2018-11-28 00:00:00 +06,3.5,6.8,12.6,15.9,27.1,35.4,90.6,11.3,18.1,1013.6,1017.9,1014.6,1018.8,122794,0.12279400000000000000,0.0
2018-11-29 00:00:00 +06,3.4,6.6,12.2,14.8,26.2,39.4,91.4,12.5,18.4,1014.0,1018.6,1014.9,1019.5,113810,0.11381000000000000000,0.0
2018-11-30 00:00:00 +06,3.7,7.2,13.3,15.0,25.4,43.5,91.0,13.0,17.8,1013.2,1018.5,1014.2,1019.4,110333,0.11033300000000000000,0.0
2018-12-01 00:00:00 +06,3.9,7.6,14.0,16.4,25.0,39.3,92.7,11.3,17.9,1011.1,1016.0,1012.1,1016.9,104704,0.10470400000000000000,0.0
2018-12-02 00:00:00 +06,3.6,7.0,13.0,14.8,24.6,41.4,93.3,11.3,16.5,1009.6,1014.2,1010.6,1015.1,108788,0.10878800000000000000,0.0
